"id,Title,Date,CustomerCode,Type,ItemCode,Remarques,""Paire de branche"",""Branche gauche"",""Branche droite"",""Verres presentation"",""Verres solaires"",Face,Tenon,""Vis plaquettes"",""Vis face"",""Vis branches"",Manchon,Plaquettes,Vis,""Manchon gauche"",""Manchon droit"",""Tenon gauche"",""Tenon droit"""
"156461,""Utilisateur : 3159 - Reference monture : voosbournec4"",20190109,C0555661247,""Pieces detachees"",voosbournec4,,,1,,,,,,,,,,,,,,,"
"156462,""Utilisateur : 2154 - Reference monture : vsellisbextorc1"",20190109,C0442748270,""Pieces detachees"",vsellisbextorc1,,,,,,,1,,,,,,,,,,,"
"156469,""Utilisateur : 2417 - Reference monture : loirvingplazac5"",20190109,C0473364637,""Pieces detachees"",loirvingplazac5,""Ref TOURS"",,,,,,1,,,,,,,,,,,"
"156474,""Utilisateur : 3693 - Reference monture : votrimblec1"",20190109,C0381812563,""Pieces detachees"",votrimblec1,,,1,1,,,,,,,,,,,,,,"
"156475,""Utilisateur : 3639 - Reference monture : focorleonec2"",20190109,C0380720707,""Pieces detachees"",focorleonec2,,,,,,,1,,,,,,,,,,,"
"156476,""Utilisateur : 413 - Reference monture : lojoespubc3"",20190109,C0148738318,""Pieces detachees"",lojoespubc3,""reference : dorfman lily"",,1,1,,,,,,,,,,,,,,"
"156477,""Utilisateur : 3710 - Reference monture : vowildec1"",20190109,C0562948939,""Pieces detachees"",vowildec1,""FACE CASSEE  REFERENCE   SWERTS"",,,,,,1,,,,,,,,,,,"
"156479,""Utilisateur : 2173 - Reference monture : fodanesc2"",20190109,C0450330800,""Pieces detachees"",fodanesc2,""Calibres impossibles a enlever ! La barre metal a casse ! Merci de renvoyer la face complete sans les calibres (cercles plastiques + barre metallique) Reference porteur : CONSEIL Nadine  URGENT SVP !"",,,,,,1,,,,,,,,,,,"
"156484,""Utilisateur : 721 - Reference monture : loshelterc1"",20190109,C0237271027,""Pieces detachees"",loshelterc1,,,1,1,,,,,,,,,,,,,,"
"156485,""Utilisateur : 1322 - Reference monture : lohydeparkc2"",20190109,C0321718592,""Pieces detachees"",lohydeparkc2,,,1,1,,,,,,,,,,,,,,"
"156489,""Utilisateur : 1802 - Reference monture : foironsidec2"",20190109,C0384760500,""Pieces detachees"",foironsidec2,,,1,1,,,,,,,,,,,,,,"
"156490,""Utilisateur : 4077 - Reference monture : vsscottc2"",20190109,C0235904654,""Pieces detachees"",vsscottc2,,,,1,,,1,,,,,,,,,,,"
"156494,""Utilisateur : 1700 - Reference monture : vostrummerc3"",20190109,C0381562147,""Pieces detachees"",vostrummerc3,,,,,,,1,,,,,,,,,,,"
"156495,""Utilisateur : 2695 - Reference monture : voorbisonc1"",20190109,C0478526222,""Pieces detachees"",voorbisonc1,,,,,,,1,,,,,,,,,,,"
"156498,""Utilisateur : 1480 - Reference monture : lojoespubc2"",20190109,C0327228232,""Pieces detachees"",lojoespubc2,,,1,1,,,,,,,,,,,,,,"
"156499,""Utilisateur : 2166 - Reference monture : fospielbergc3"",20190109,C0442928307,""Pieces detachees"",fospielbergc3,,,1,,,,,,,,,,,,,,,"
"156503,""Utilisateur : 4146 - Reference monture : vodougallc1"",20190109,C0490579048,""Pieces detachees"",vodougallc1,,,,1,,,,,,,,,,,,,,"
"156504,""Utilisateur : 3112 - Reference monture : lojoespubc5"",20190109,C0549726477,""Pieces detachees"",lojoespubc5,,,1,1,,,,,,,,,,,,,,"
"156505,""Utilisateur : 3616 - Reference monture : lonikaiac1"",20190109,C0148611189,""Pieces detachees"",lonikaiac1,,,1,,,,,,,,,,,,,,,"
"156511,""Utilisateur : 1333 - Reference monture : foabernathyc1"",20190109,C0321883560,""Pieces detachees"",foabernathyc1,,,,,,,,,,,,,4,,,,,"
"156515,""Utilisateur : 3002 - Reference monture : lojoespubc2"",20190109,C0494542884,""Pieces detachees"",lojoespubc2,VERAS,,1,1,,,,,,,,,,,,,,"
"156517,""Utilisateur : 1367 - Reference monture : voarayac1"",20190109,C0322780420,""Pieces detachees"",voarayac1,viltart,,,,,,1,,,,,,,,,,,"
"156518,""Utilisateur : 2254 - Reference monture : vowelchc2"",20190109,C0466773101,""Pieces detachees"",vowelchc2,,,,,,,1,,,,,,,,,,,"
"156527,""Utilisateur : 513 - Reference monture : vobeenc1"",20190109,C0169215646,""Pieces detachees"",vobeenc1,,,,,,,1,,,,,,,,,,,"
"156528,""Utilisateur : 3504 - Reference monture : vomayallc1"",20190109,C0659845405,""Pieces detachees"",vomayallc1,""URGENT SVP REF PORTEUR : LEMONNIER LUDOVIC"",,,,,,1,,,,,,,,,,,"
"156529,""Utilisateur : 3116 - Reference monture : fojunglejuliac4"",20190109,C0549843033,""Pieces detachees"",fojunglejuliac4,""Merci et bonne annee 2019  ref client richard"",,1,1,,,,,,,,,,,,,,"
"156531,""Utilisateur : 888 - Reference monture : voauerbachc4"",20190109,C0243693646,""Pieces detachees"",voauerbachc4,,,,1,,,,,,,,,,,,,,"
"156532,""Utilisateur : 2592 - Reference monture : lohydeparkc4"",20190109,C0476067226,""Pieces detachees"",lohydeparkc4,""ref VOIRON DAVID"",,1,1,,,,,,,,,,,,,,"
"156533,""Utilisateur : 1300 - Reference monture : voevansc3"",20190109,C0321455075,""Pieces detachees"",voevansc3,""ref : lourdel mattheo"",,,,,,1,,,,,,,,,,,"
"156538,""Utilisateur : 550 - Reference monture : vomonaec4"",20190109,C0231340200,""Pieces detachees"",vomonaec4,""REF MARTEL"",,,,,,1,,,,,,,,,,,"
"156559,""Utilisateur : 820 - Reference monture : voofferc3"",20190109,C0240847110,""Pieces detachees"",voofferc3,""Attention deuxieme commande apres non reception du sav commande par mail le  31.12 Deuxieme casse a l identique pour le client. Est ce qu un probleme sur le modele vous a deja ete signale? Merci davance "",,,,,,1,,,,,,,,,,,"
"156560,""Utilisateur : 2457 - Reference monture : voarayac1"",20190109,C0474222932,""Pieces detachees"",voarayac1,DEVEYLE,,,,,,1,,,,,,,,,,,"
"156561,""Utilisateur : 2779 - Reference monture : vobyrnec3"",20190109,C0490421984,""Pieces detachees"",vobyrnec3,Leroy,,,,,,1,,,,,,,,,,,"
"156569,""Utilisateur : 1159 - Reference monture : vocopelandc1"",20190109,C0299771177,""Pieces detachees"",vocopelandc1,Monjarret,,,1,,,,,,,,,,,,,,"
"156572,""Utilisateur : 2551 - Reference monture : loorpheumc2"",20190109,C0475641165,""Pieces detachees"",loorpheumc2,,,1,1,,,,,,,,,,,,,,"
"156582,""Utilisateur : 2434 - Reference monture : fochristinec1"",20190110,C0473831672,""Pieces detachees"",fochristinec1,""REF CLIENT LE FALHER"",,1,,,,,,,,,,,,,,,"
