"id,Title,Date,CustomerCode,Type,ItemCode,Remarques,""Paire de branche"",""Branche gauche"",""Branche droite"",""Verres presentation"",""Verres solaires"",Face,Tenon,""Vis plaquettes"",""Vis face"",""Vis branches"",Manchon,Plaquettes,Vis,""Manchon gauche"",""Manchon droit"",""Tenon gauche"",""Tenon droit"""
"157515,""Utilisateur : 2473 - Reference monture : votrimblec1"",20190117,C0474563336,""Pieces detachees"",votrimblec1,,,,1,,,,,,,,,,,,,,"
"157542,""Utilisateur : 1114 - Reference monture : vomarsdenc4"",20190117,C0298953279,""Pieces detachees"",vomarsdenc4,,,,,,,1,,,,,,,,,,,"
"157566,""Utilisateur : 2127 - Reference monture : voreinhardtc2"",20190117,C0442455555,""Pieces detachees"",voreinhardtc2,""Monture du magasin ( en stock ) sur laquelle le porte plaquette s'est casse."",,,,,,1,,,,,,,,,,,"
"157567,""Utilisateur : 2639 - Reference monture : volabellec1"",20190117,C0477710182,""Pieces detachees"",volabellec1,,,1,,,,,,,,,,,,,,,"
"157571,""Utilisateur : 549 - Reference monture : fonielsenc1"",20190117,C0231277730,""Pieces detachees"",fonielsenc1,""Ref cliet: PUJOL"",,,,,,1,,,,,,,,,,,"
"157572,""Utilisateur : 1223 - Reference monture : logibusc3"",20190117,C0320553356,""Pieces detachees"",logibusc3,,,,1,,,,,,,,,,,,,,"
"157577,""Utilisateur : 385 - Reference monture : vobenatarc1"",20190117,C0147577383,""Pieces detachees"",vobenatarc1,""URGENT. MERCI  REF CLIENT: MILHAU"",,,,,,1,,,,,,,,,,,"
"157579,""Utilisateur : 3179 - Reference monture : vomayallc1"",20190117,C0556216671,""Pieces detachees"",vomayallc1,,,,,,,1,,,,,,,,,,,"
"157580,""Utilisateur : 1081 - Reference monture : voamosc1"",20190117,C0298290679,""Pieces detachees"",voamosc1,""pour mme berric nicole ( st martin ) "",,,,,,1,,,,,,,,,,,"
"157581,""Utilisateur : 1081 - Reference monture : lobarflyc1"",20190117,C0298290679,""Pieces detachees"",lobarflyc1,""pour Roue Louise ( st martin) "",,,1,,,,,,,,,,,,,,"
"157582,""Utilisateur : 1684 - Reference monture : vocrowc2"",20190117,C0380701002,""Pieces detachees"",vocrowc2,""Face commandee pour la reference Chassagne mais impossible de readapter les branches"",,1,1,,,,,,,,,,,,,,"
"157587,""Utilisateur : 1281 - Reference monture : locontinentalc2"",20190117,C0321261100,""Pieces detachees"",locontinentalc2,""serait il possible de recevoir le tenon DROIT  REF DRUON  MERCI"",,,,,,,,,,,,,,,,,1 157588,""Utilisateur : 1501 - Reference monture : vohannac2"",20190117,C0327426282,""Pieces detachees"",vohannac2,quintana,,,,,,1,,,,,,,,,,,"
"157595,""Utilisateur : 1803 - Reference monture : vsfarrellc3"",20190117,C0384404867,""Pieces detachees"",vsfarrellc3,""DEFAUT TRAITEMENT SUR LES VERRES MERCI DE RENVOYER LA MONTURE COMPLETE REF MOURAD"",,1,1,,1,1,,,,,,,,,,,"
"157600,""Utilisateur : 2074 - Reference monture : ioolblueeyesc2"",20190117,C0389785498,""Pieces detachees"",ioolblueeyesc2,""perez (atol rouffach)"",,1,,,,,,,,,,,,,,,"
"157601,""Utilisateur : 2904 - Reference monture : vsjoelc1"",20190117,C0492510656,""Pieces detachees"",vsjoelc1,,,,,,1,,,,,,,,,,,,"
"157602,""Utilisateur : 979 - Reference monture : fodrebinc2"",20190117,C0254286850,""Pieces detachees"",fodrebinc2,,,,,,,1,,,,,,,,,,,"
"157609,""Utilisateur : 2852 - Reference monture : lojoespubc2"",20190117,C0491497672,""Pieces detachees"",lojoespubc2,,,1,1,,,,,,,,,,,,,,"
"157610,""Utilisateur : 908 - Reference monture : vomonaec1"",20190117,C0247507844,""Pieces detachees"",vomonaec1,,,,1,,,,,,,,,,,,,,"
"157612,""Utilisateur : 1366 - Reference monture : logibusc3"",20190117,C0322753315,""Pieces detachees"",logibusc3,,,,,,,1,,,,,,,,,,,"
"157626,""Utilisateur : 1180 - Reference monture : lonikaiac3"",20190117,C0299990600,""Pieces detachees"",lonikaiac3,,,1,1,,,,,,,,,,,,,,"
"157629,""Utilisateur : 3876 - Reference monture : lochabadac3"",20190117,C0491823290,""Pieces detachees"",lochabadac3,raymond,,1,1,,,,,,,,,,,,,,"
"157631,""Utilisateur : 334 - Reference monture : vogouldingc2"",20190117,C0145903405,""Pieces detachees"",vogouldingc2,,,,,,,1,,,,,,,,,,,"
"157634,""Utilisateur : 1126 - Reference monture : vokilmisterc3"",20190117,C0299261989,""Pieces detachees"",vokilmisterc3,magasin,,,,,,1,,,,,,,,,,,"
"157635,""Utilisateur : 2952 - Reference monture : logibusc2"",20190117,C0493804124,""Pieces detachees"",logibusc2,,,,,,,1,,,,,,,,,,,"
"157642,""Utilisateur : 3839 - Reference monture : votrimblec1"",20190117,C0299839797,""Pieces detachees"",votrimblec1,""prodhomme eloise"",,1,,,,,,,,,,,,,,,"
"157668,""Utilisateur : 774 - Reference monture : fosavastanoc2"",20190117,C0240199062,""Pieces detachees"",fosavastanoc2,,,,,,,1,,,,,,,,,,,"
"157669,""Utilisateur : 3765 - Reference monture : fowattsc1"",20190117,C0232259416,""Pieces detachees"",fowattsc1,""CLIENTE vanacker"",,,1,,,,,,,,,,,,,,"
"157679,""Utilisateur : 804 - Reference monture : vomayallc1"",20190117,C0240733660,""Pieces detachees"",vomayallc1,,,,,,,1,,,,,,,,,,,"
"157680,""Utilisateur : 1684 - Reference monture : fohathawayc1"",20190117,C0380701002,""Pieces detachees"",fohathawayc1,,,,,,,1,,,,,,,,,,,"
