"id,Title,Date,CustomerCode,Type,ItemCode,Remarques,""Paire de branche"",""Branche gauche"",""Branche droite"",""Verres presentation"",""Verres solaires"",Face,Tenon,""Vis plaquettes"",""Vis face"",""Vis branches"",Manchon,Plaquettes,Vis,""Manchon gauche"",""Manchon droit"",""Tenon gauche"",""Tenon droit"""
"156591,""Utilisateur : 1046 - Reference monture : fojeanfrancoisec2"",20190110,C0297254357,""Pieces detachees"",fojeanfrancoisec2,,,1,,,,,,,,,,,,,,,"
"156593,""Utilisateur : 2865 - Reference monture : lslexingtonc4"",20190110,C0491630988,""Pieces detachees"",lslexingtonc4,,,1,1,,,1,,,,,,,,,,,"
"156594,""Utilisateur : 2358 - Reference monture : vogarrettc2"",20190110,C0470441556,""Pieces detachees"",vogarrettc2,""ref colacicco"",,,,,,1,,,,,,,,,,,"
"156595,""Utilisateur : 1142 - Reference monture : vogordonc2"",20190110,C0299554322,""Pieces detachees"",vogordonc2,,,,,,,,,,,,,,,,,1,"
"156599,""Utilisateur : 1655 - Reference monture : lorockcityc3"",20190110,C0344837487,""Pieces detachees"",lorockcityc3,""AULON Ethan"",,1,1,,,,,,,,,,,,,,"
"156602,""Utilisateur : 903 - Reference monture : logibusc3"",20190110,C0247050990,""Pieces detachees"",logibusc3,,,1,1,,,1,,,,,,,,,,,"
"156603,""Utilisateur : 1235 - Reference monture : foeverdeenc1"",20190110,C0320752849,""Pieces detachees"",foeverdeenc1,,,1,1,,,,,,,,,,,,,,"
"156606,""Utilisateur : 2547 - Reference monture : lometropolisc3"",20190110,C0475573116,""Pieces detachees"",lometropolisc3,,,1,1,,,1,,,,,,,,,,,"
"156608,""Utilisateur : 3210 - Reference monture : vomayallc1"",20190110,C0556881488,""Pieces detachees"",vomayallc1,,,,,,,1,,,,,,,,,,,"
"156609,""Utilisateur : 2555 - Reference monture : vospencerc3"",20190110,C0475790568,""Pieces detachees"",vospencerc3,PROTHERY,,1,,,,,,,,,,,,,,,"
"156610,""Utilisateur : 2098 - Reference monture : lojoespubc4"",20190110,C0442031092,""Pieces detachees"",lojoespubc4,""ref LION"",,1,1,,,,,,,,,,,,,,"
"156611,""Utilisateur : 2473 - Reference monture : voofferc1"",20190110,C0474563336,""Pieces detachees"",voofferc1,,,,,,,1,,,,,,,,,,,"
"156612,""Utilisateur : 2098 - Reference monture : iomadgec1"",20190110,C0442031092,""Pieces detachees"",iomadgec1,""veritable probleme sur ce modele le cuir ne tient absolument pas c'est la 2eme ou 3eme fois que je vous demande  serait il possible de faire un echange vers une autre monture bien cordialement"",,1,1,,,1,,,,,,,,,,,"
"156622,""Utilisateur : 373 - Reference monture : logibusc3"",20190110,C0147214063,""Pieces detachees"",logibusc3,""BORREGO "",,1,1,,,,,,,,,,,,,,"
"156630,""Utilisateur : 1877 - Reference monture : vsbanhartc2"",20190110,C0386427805,""Pieces detachees"",vsbanhartc2,,,1,,,,,,,,,,,,,,,"
"156631,""Utilisateur : 1877 - Reference monture : vsbanhartc2"",20190110,C0386427805,""Pieces detachees"",vsbanhartc2,,,,1,,,,,,,,,,,,,,"
"156633,""Utilisateur : 774 - Reference monture : folawrencec4"",20190110,C0240199062,""Pieces detachees"",folawrencec4,,,,,,,1,,,,,,,,,,,"
"156638,""Utilisateur : 3784 - Reference monture : ioqueenofsoulc2"",20190110,C0494894082,""Pieces detachees"",ioqueenofsoulc2,,,1,,,,,,,,,,,,,,,"
"156639,""Utilisateur : 3784 - Reference monture : vogouldingc2"",20190110,C0494894082,""Pieces detachees"",vogouldingc2,,,1,,,,,,,,,,,,,,,"
"156640,""Utilisateur : 3259 - Reference monture : voofferc1"",20190110,C0559242260,""Pieces detachees"",voofferc1,""sav face cassee au nez, commande initiale du 21/11/2017 n°11027722 avec ancien n°compte C0559242260, suite rachat magasin, demande de sav gratuit s'il vous plait.  Merci."",,,,,,1,,,,,,,,,,,"
"156649,""Utilisateur : 849 - Reference monture : fotheronc2"",20190110,C0241578507,""Pieces detachees"",fotheronc2,,,,,,,,,,,,,,,1,1,,"
"156669,""Utilisateur : 3942 - Reference monture : lofirebirdc2"",20190110,C0491372299,""Pieces detachees"",lofirebirdc2,CATANIA,,1,1,,,,,,,,,,,,,,"
